noteId,tweetId,currentStatus,coreNoteIntercept,noteLength,sourceCount,sourceTrust,sourceTrustTier,sourceDomains,tone,saysWrong,bridging,humanPrediction,humanShouldPost,tweetText,noteText
1984822565047537989,1984772989292789982,CURRENTLY_RATED_HELPFUL,,190,1,0.2,low,youtube.com,0.9,0.7,0.9,,,"","O técnico santista Juan Pablo Vojvoda não fez essa declaração em momento algum da entrevista coletiva pós-jogo em 01/10/2025.     https://www.youtube.com/live/HoJCqdprB4Y?si=Q2ZdKGe0P_Jl78EB"
1859053564183933330,1858913879050342476,CURRENTLY_RATED_HELPFUL,,154,1,0.4,unknown,m.imdb.com,0.9,0.7,0.9,,,"","While it did happen, this video is not the real video of it. This is a scene from a movie that was about the incident. https://m.imdb.com/title/tt0087232/"
1711097681081254087,1711069922628174008,CURRENTLY_RATED_HELPFUL,,236,2,0.2,low,tiktok.com; x.com,0.9,0.7,0.8,,,"","This digitally altered copy of a video, published on September 28, 2023 here https://tiktok.com/@ramiguerfi41/video/7283689424565619973, does not show Gaza.    Screencap from TikTok: https://x.com/546f436f6465/status/1711094678966136871"
1760947778425950471,1760859384240816639,CURRENTLY_RATED_NOT_HELPFUL,,284,1,0.6,medium,en.m.wikipedia.org,0.9,0,0.8,,,"","Pickled punks is the carny term for human babies preserved in jars of preservative such as formaldehyde, which were used as sideshow attractions.    https://en.m.wikipedia.org/wiki/Pickled_punks#:~:text=The%20classic%20pickled%20punk%2C%20floating,in%20the%20banner%20lines%20outside."
1865439132882972916,1865416869148070292,CURRENTLY_RATED_NOT_HELPFUL,,178,1,0.6,medium,pt.m.wikipedia.org,1,0.5,0.9,,,"","A capacidade máxima oficial do Estádio Jornalista Mário Filho (Maracanã) é de 78.838 espectadores.    https://pt.m.wikipedia.org/wiki/Est%C3%A1dio_Jornalista_M%C3%A1rio_Filho    "
1864887007224434719,1864554585651642756,CURRENTLY_RATED_HELPFUL,,406,2,0.4,unknown,jstage.jst.go.jp; jss-sociology.org,0.8,0.7,0.8,,,"","古市氏が査読付き論文を投稿していないというのは明らかに誤りです。  既にリプライでも指摘のある通り、姓名の間にスペースを入力するとヒットします。  この中で「創られた「起業家」」と題された論文は『社会学評論』に掲載されており、こちらは日本社会学会の発行する査読付き論文雑誌ですので、古市氏には最低でも1報は査読付き論文の実績があります。    【該当論文】  https://www.jstage.jst.go.jp/article/jsr/63/3/63_376/_article/-char/ja    日本社会学会、編集委員会規程施行細則に査読を行うことが明記されています。  https://jss-sociology.org/bulletin/sociological_review/  活動期間に比して査読付き論文数が極端に少ないことは事実ですが、査読付き論文を持っていないという点は明確に誤りです。"
1739733681009291467,1739706717556863308,CURRENTLY_RATED_HELPFUL,,584,5,0.9,high,cbc.ca; youtube.com; uk.news.yahoo.com; georgewbush-whitehouse.archives.gov; govinfo.library.unt.edu,0.8,0,0.8,,,"","Osama Bin Laden took credit for the 9/11 attacks, explaining that he did this in the name of Islam.     https://www.cbc.ca/news/world/bin-laden-claims-responsibility-for-9-11-1.513654    https://www.youtube.com/watch?v=MiIU3ZGgWg8    https://uk.news.yahoo.com/on-this-day-osama-bin-laden-911-terrorist-attacks-141612118.html     https://georgewbush-whitehouse.archives.gov/news/releases/2006/09/text/20060905-7.html    The US government confirmed and concluded that Islamic terrorists are responsible for 9/11 attacks.     https://govinfo.library.unt.edu/911/report/911Report_Exec.htm"
1703654037252366355,1703442022747566211,CURRENTLY_RATED_NOT_HELPFUL,,189,0,0.5,unknown,,0.1,0.5,0.1,,,"","Kremlin propaganda, outright lies and disinformation are hardly free speech. They're lies, propaganda and disinformation son. Are you a full on vatnik now? Ever considered moving to ruSSia?"
1975146630350520658,1974885235025400305,CURRENTLY_RATED_HELPFUL,,187,1,0.4,unknown,caniphish.com,0.3,0.7,0.8,,,"","Fake information alert 🚨     For those who can’t tell  A- this video is AI  B- here is a link to a site with tips on how to detect AI    https://caniphish.com/blog/how-to-spot-ai-videos "
1400227272364331010,1400146512148115460,CURRENTLY_RATED_HELPFUL,,408,2,0.4,unknown,nyse.com; thestreet.com,0.8,0.7,0.8,,,"","Robinhood did not prevent users from trading AMC stock themselves. Instead, the New York Stock Exchange halted trading AMC on June 2, 2021. Current and historical halts can be found here: https://www.nyse.com/trade-halt-current    https://www.thestreet.com/investing/amc-passes-60-halted-by-nyse-jim-cramer-says-stock-overvalued    The screenshot shared also specifies that stock exchanges have halted trade."
1822042327847743901,1822034657724223713,CURRENTLY_RATED_HELPFUL,,117,1,0.2,low,youtu.be,0.9,0.7,0.8,,,"","O vídeo é antigo, se trata de uma comemoração de um clube da Argélia.     https://youtu.be/RxsleHxMeXs?feature=shared"
1988076110710821279,1987883190300873006,CURRENTLY_RATED_HELPFUL,,158,1,0.2,low,x.com,0.9,0.3,0.8,,,"","Google Maps also has a 3D representation of Cinderella's Castle in WDW     https://x.com/Steffurt/status/1987991181444211108?t=EpQTzXI9GslQXDv18SXzZg&amp;s=19"
1895971017501110678,1895835662596915246,CURRENTLY_RATED_HELPFUL,,391,1,0.4,unknown,lupa.uol.com.br,0.8,0.7,0.8,,,"","As cenas exibidas não são de um arrastão, mas de uma paralisação motivada por um protesto que ocorreu em agosto de 2023.   À época, um jovem de 26 anos foi morto por um policial militar a tiros na zona sul do Rio. Em protesto, parentes e amigos interromperam o tráfego do Túnel.    https://lupa.uol.com.br/jornalismo/2025/02/27/arrastao-nao-foi-causa-de-fugas-em-tunel-do-rio-video-e-de-2023"
1740631274841100614,1740619373814108569,CURRENTLY_RATED_NOT_HELPFUL,,277,1,0.4,unknown,historyvshollywood.com,0.9,0,0.8,,,"","Several weeks after the Chernobyl disaster, a helicopter crashed over the site when its blade tangled with a crane that was working to rebuild the destroyed building. All members of the crew died.     https://www.historyvshollywood.com/video/chernobyl-helicopter-crash-footage/"
1783144966044443074,1783063800838766792,CURRENTLY_RATED_HELPFUL,,774,9,0.4,unknown,nordot.app; twitter.com; togetter.com; www3.nhk.or.jp; internet.watch.impress.co.jp; news.yahoo.co.jp; all-senmonka.jp; securitynews.so-net.ne.jp; mame-yaro.com,0.8,0.7,0.8,,,"","有名人や億万長者だと騙るお金配り詐欺が横行しています    ○最新記事  ①Ｘでの「お金配り」投稿に注意　特殊詐欺グループが関与か  https://nordot.app/1139706578399822471  https://twitter.com/sasakitoshinao/status/1767688021816529315  ②Twitterで「お金配り」に当選したところ詐欺の片棒を担がされてしまった手口が恐ろしい  https://togetter.com/li/1946785  (①の掲載期間が終了した時は同じ事例の②参照)    ○被害  ・特殊詐欺に巻き込まれる(①②より)  ・騙しやすい人物として個人情報を業者に売られる  ・金銭を騙し取られる  ・迷惑メッセージが届く    ○参考  ・取材  https://www3.nhk.or.jp/news/special/net-koukoku/article/article_17.html    ・目的  https://internet.watch.impress.co.jp/docs/column/dlis/1445583.html  https://news.yahoo.co.jp/expert/articles/41f86b011cc90c9036a6b2564965bc132582634b  https://www.all-senmonka.jp/moneyizm/77501/  https://securitynews.so-net.ne.jp/topics/sec_20066.html  https://mame-yaro.com/present/    同様の手口でノートが必要な投稿には、 #ノート推奨 と入力して引用ポストをお願いします"
2018397520645230639,2018320306583318880,CURRENTLY_RATED_HELPFUL,,314,1,0.2,low,x.com,0.7,0.9,0.8,,,"","Account based in Pakistan, scams people by posting sad stories and photos that are either AI or belong to other people in an attempt to get engagement.      This account is part of a larger group of accounts that sell their scam AI artwork in the comments of their viral posts.    https://x.com/wisdom_xplorer?s=21"
1933793580453175440,1933602592392679601,CURRENTLY_RATED_HELPFUL,,77,1,0.6,medium,en.m.wikipedia.org,0.7,0.7,0.8,,,"","They were never Christian    https://en.m.wikipedia.org/wiki/Religion_in_Iran"
1820127868543742417,1819994469938413844,CURRENTLY_RATED_NOT_HELPFUL,,514,3,0.4,unknown,nbcolympics.com; worldathletics.org; watchathletics.com,0.8,0,0.3,,,"","Lors des Jeux Olympiques de Paris 2024, Ewa Swoboda a effectué un salut avant sa course. Ce geste était destiné à exprimer sa reconnaissance envers ses fans et son équipe, ajoutant une touche personnelle et émotionnelle à son parcours olympique​    https://www.nbcolympics.com/athletes/ewa-swoboda-1191459  https://worldathletics.org/news/report/copernicus-cup-torun-2024-swoboda-barega-hailu  https://www.watchathletics.com/article/11722/ewa-swoboda-defeats-olympic-sprint-champion-thompson-herah-in-60m-in-torun/"
1809235028066373696,1809092869795500198,CURRENTLY_RATED_HELPFUL,,357,1,0.4,unknown,capitalfm.com,0.8,0.7,0.8,,,"","Jack Antonoff does not mention Billie Eilish in this interview. He was talking about not thinking the process of ordering lunch was worth writing about in his opinion.    The Billie Eilish song “Lunch” is not about actual lunch. It is a song explicitly about lesbian sex.    https://www.capitalfm.com/news/music/billie-eilish-lunch-lyrics-meaning-about-who/"
1811129515810472154,1810794993688121579,CURRENTLY_RATED_NOT_HELPFUL,,345,2,0.6,medium,es.m.wikipedia.org; lavanguardia.com,0.1,0.7,0.2,,,"","El bueno de &quot;Javier Coñete&quot; realiza una comparación entre la vida un insignificante personaje ficticio y las hazañas futbolísticas de un chaval de tan solo 16 años con el fin de menospreciarle.    https://es.m.wikipedia.org/wiki/Jon_Nieve    https://www.lavanguardia.com/deportes/futbol/20240710/9794343/todos-records-lamine-yamal.html"
1758429205430485445,1758124425785004411,CURRENTLY_RATED_NOT_HELPFUL,,156,1,0.4,unknown,contest.japias.jp,0.4,0.5,0.4,,,"","こうした国でいじめが厳罰化されているのは、そもそもいじめに限らない少年犯罪が厳罰化しているからです  そして、こうした少年犯罪の厳罰化は失敗であったことが明らかとなっています    https://contest.japias.jp/tqj2003/60147/ice/shounenn/-america.htm"
1916245086477947221,1915967674711969907,CURRENTLY_RATED_HELPFUL,,92,1,0.2,low,x.com,0.2,0.7,0.8,,,"","Stolen word for word bar for bar    https://x.com/geneslovee/status/1514229170150297606?s=46"
1928124089803100526,1927704135224197614,CURRENTLY_RATED_NOT_HELPFUL,,931,8,0.6,medium,en.wikipedia.org; libguides.fdlp.gov; sites.evergreen.edu; military-history.fandom.com; pbs.org; archive.globalpolicy.org; gettysburgflag.com,0.8,0.5,0.5,,,"","The claim that the video is &quot;trying to convince white men to go and die for Israel, again&quot; is inaccurate. In fact, no soldier in the American army - whatever his origin - has ever died fighting for Israel.    https://en.wikipedia.org/wiki/Foreign_interventions_by_the_United_States    https://en.wikipedia.org/wiki/List_of_wars_involving_the_United_States_from_the_20th_century    https://libguides.fdlp.gov/military-history-american-conflicts-and-wars    https://sites.evergreen.edu/zoltan/wp-content/uploads/sites/358/2024/04/InterventionsList2024.pdf    https://military-history.fandom.com/wiki/List_of_wars_involving_the_United_States    https://www.pbs.org/wgbh/pages/frontline/shows/military/etc/cron.html    https://archive.globalpolicy.org/us-westward-expansion/26024-us-interventions.html    https://www.gettysburgflag.com/history-of-american-wars?srsltid=AfmBOooiB5I1qdgySv9rlG47O4Z_FAFn0Fp_iltdt4efV39c0zlM_klb"
1741192670045942251,1741190684726669321,CURRENTLY_RATED_HELPFUL,,387,2,0.4,unknown,makeuseof.com; geekflare.com,0.7,0.9,0.8,,,"","This project is a scam, as it lacks the following:    Code: Not verified on explorer.    Details: Missing a clear purpose, use case, roadmap, and whitepaper.    Contact: Unreachable.    Team: Lack of transparency and trustworthiness.    Airdrop: Fake    Liquidity: Not high and free.    https://www.makeuseof.com/twitter-scams/    https://geekflare.com/identify-a-scam-crypto-token-coin/"
1932539392268419257,1932449171572998310,CURRENTLY_RATED_NOT_HELPFUL,,230,1,0.2,low,x.com,0.7,0.5,0.8,,,"","https://x.com/stellafudge/status/1932449171572998310?s=46    In the Image you can see this Applies to AirPort Disks. Other Time Capsule Disks probably means the other AirPort Models. It doesn't state Time Machine wont work at all."
1651610205543895040,1651605559798386691,CURRENTLY_RATED_HELPFUL,,377,3,0.4,unknown,mathsisfun.com; rapidtables.com; mymathtables.com,0.8,0.7,0.9,,,"","This calculation is false. 4 + 4 does not equal to 9. The real answer is as follows:    4 + 4 = 8    The correct calculation can be inferred from the addition tables in the following resources:    https://www.mathsisfun.com/numbers/addition-table.html    https://www.rapidtables.com/math/number/addition-table.html    https://www.mymathtables.com/addition-timestable-1to12.html"
1721552270419271819,1721530289606852947,CURRENTLY_RATED_HELPFUL,,340,1,0.6,medium,independent.co.uk,0.8,0,0.8,,,"","The incident involving Hana Mahameed, happened in 2015 during a clash between Israeli police and demonstrators in East Jerusalem. She was hit in the face by an Israeli stun grenade.    https://www.independent.co.uk/news/world/journalist-hana-mahameed-back-on-screen-after-being-hit-in-face-by-israeli-grenade-in-east-jersualem-a6679711.html"
1810380146345472392,1810371241456578568,CURRENTLY_RATED_HELPFUL,,741,6,0.4,unknown,techarp.com; forbes.com; consumer.ftc.gov; bitdefender.com; help.x.com,0.6,1,0.9,,,"","🚨 WARNING 🚨    ⚠️ SCAM ⚠️    This is a scam &amp; is not posted from the official @Tesla verified account.     It is a false promotion using Musk &amp; his companies for publicity in an attempt to steal personal information &amp;/or other assets.     https://www.techarp.com/crime/elon-musk-bitcoin-ethereum-scam/    https://www.forbes.com/sites/mattnovak/2023/07/23/spacex-crypto-scams-featuring-elon-musks-photo-still-common-on-twitter/    https://consumer.ftc.gov/articles/what-know-about-cryptocurrency-and-scams    https://www.bitdefender.com/blog/hotforsecurity/twitter-and-youtube-crypto-scams-are-rampant-what-do-they-have-in-common/    https://consumer.ftc.gov/node/77130    https://help.x.com/en/rules-and-policies/financial-scam"
1831996702024204728,1831918945454137828,CURRENTLY_RATED_HELPFUL,,629,6,0.4,unknown,investors.pfizer.com; youtube.com; pfizer.com; cancer.gov; x.gd,0.8,0.7,0.8,,,"","ファイザーの年一回の今年の株主総会、は４月２５日に行われており、内容は公開されています(下記のwebcastの項目)。  https://investors.pfizer.com/Investors/Events--Presentations/event-details/2024/Annual-Meeting-of-Shareholders/default.aspx  株主の様々な質問を受ける箇所は45分頃～23分程存在します。  川田議員の発言に近いやりとりはされていません。  確認し易いように字幕もつけられ、文字書き起こしを検索できるようにしました(もっと見る→文字起こしを表示ボタン  https://www.youtube.com/watch?v=HQK4scTPefc  米国立がん学会はワクチンが癌リスクになるデータはないと公表していますしpfizerも同様の見解です。  https://www.pfizer.com/about/responsibility/misinformation  https://www.cancer.gov/about-cancer/coronavirus/covid-19-vaccines-people-with-cancer#  そうした株主総会発言があったとの噂は英語圏で日本語圏でもｘで昨日まで噂にすらなっていません。  https://x.gd/JOPVB  https://x.gd/RZKpR"
1708959371994988797,1708930555876680063,CURRENTLY_RATED_HELPFUL,,232,1,0.9,high,bbc.co.uk,0.9,0,0.9,,,"","A lightning strike has caused an explosion at a food waste recycling plant in Oxford.    The company said the lightning strike caused one of its biogas tanks to explode.     https://www.bbc.co.uk/news/uk-england-oxfordshire-66990100"
1772939840385880395,1772911827766112758,CURRENTLY_RATED_HELPFUL,,470,2,0.9,high,aljazeera.com; time.com,0.9,0.7,0.8,,,"","Same-sex marriage is not yet legal in Thailand.    The bill supporting same-sex marriage has been passed in the lower house, but the upper-house Senate and the King has to approve and endorse it too before the bill takes legal effect.    https://www.aljazeera.com/news/2024/3/27/thai-parliament-passes-same-sex-marriage-bill    https://time.com/6960924/thailand-same-sex-marriage-law-parliament/#:~:text=The%20bill%20will%20now%20need,take%20effect%20120%20days%20later."
1705012400276062327,1703693679297220882,CURRENTLY_RATED_HELPFUL,,574,4,0.4,unknown,chatcontrole.nl; webgate.ec.europa.eu; patrick-breyer.de; cyberlaw.stanford.edu,0.8,0.7,0.7,,,"","Deze ad is misleidend. Het voorstel laat de EU alle berichten (lokaal) op alle telefoons scannen. De enquête verbergt dit en spreekt van &quot;’ONLINE’ berichten, e-mail, chat en sociale media&quot;. &quot;De meerderheid van de burgers ondersteunt het&quot; is dus onjuist.    https://chatcontrole.nl/    https://webgate.ec.europa.eu/ebsm/api/public/deliverable/download?doc=true&amp;deliverableId=88194 (p. 23)    https://www.patrick-breyer.de/en/posts/chat-control/    https://cyberlaw.stanford.edu/blog/2023/06/eu-member-states-still-cannot-agree-about-end-end-encryption"
1688712968752779584,1688663555854225409,CURRENTLY_RATED_HELPFUL,,428,3,0.4,unknown,gameclub.jp; rocketnews24.com; news.yahoo.co.jp,0.8,0.7,0.8,,,"","お金配りは下記の目的のためにツイートしており、お金がもらえることはほぼありません。    ①フォロー/リプ/いいね/RTさせて  ・ツイートを拡散し②③を効率化  ・人気のあるアカウントとして販売する  参考：https://gameclub.jp/twitter    ②LINEやメールアドレスを登録させて  ・①③に誘導  ・お金配りで稼げる等の情報商材を販売→お金に困っている人をお金配り化  参考：https://rocketnews24.com/2023/01/10/1737209/    ③口座情報や電話番号を登録させて  ・①②に誘導  ・（特に危険）振り込め詐欺等の犯罪で使う  参考：https://news.yahoo.co.jp/byline/ohmototakashi/20220920-00315981    また①②③のうち1つでも行動した参加者はカモとしてリスト取りされ、リストが共有され再び①②③のターゲットにされます。"
1794988310604992678,1794769650154361250,CURRENTLY_RATED_HELPFUL,,252,1,0.4,unknown,timesofisrael.com,0.9,0.3,0.8,,,"","Missing context: This was said on October 7th, 2023, the same day as the Hamas attack, and before the Israeli ground invasion of Gaza had taken place.    https://www.timesofisrael.com/zelensky-israel-has-indisputable-right-to-defend-itself-from-terror/"
1912821724535529682,1909560051645263924,CURRENTLY_RATED_NOT_HELPFUL,,363,1,0.2,low,x.com,0.6,0.7,0.5,,,"","This long post is downplaying the varanasi gangrape. She was heavily drugged and that's why she wasn't able to shout or ran away when she was being taken to restaurants, hotels or other different places    Vic developed jaundice due to the ill effects of prolonged abuse.     https://x.com/HPhobiaWatch/status/1911382677879464019?t=rybySXWglId0mSQNa2R7ow&amp;s=19"
1873552000832471390,1873551337310593087,CURRENTLY_RATED_HELPFUL,,218,2,0.2,low,x.com; web3antivirus.io,0.9,0.7,0.9,,,"","This account is impersonating @pudgypenguins. Letters have been changed in the user name to fool people into misreading it as the real account.  https://x.com/pudgypenguins  https://web3antivirus.io/scam-report/579820/"
1961271666362945649,1961035557846532171,CURRENTLY_RATED_NOT_HELPFUL,,153,1,0.2,low,x.com,0.4,0.7,0.8,,,"","This is a digital copy of photos published on a news paper. Nobody said anything about sketches.       https://x.com/ndtv/status/1960939502375199027?s=46"
1963000448895648221,1962823252465565803,CURRENTLY_RATED_NOT_HELPFUL,,114,1,0.9,high,bbc.com,0.8,0.7,0.3,,,"","Linehan was arrested for inciting violence against trans people.    https://www.bbc.com/news/articles/c07p7v2nn8mo"
1994121295727132761,1994078810396909968,CURRENTLY_RATED_HELPFUL,,254,1,0.6,medium,en.wikipedia.org,0.4,0.9,0.5,,,"","There is nothing accurate about this &quot;visual comparison&quot;. It gives a very false impression of the size differences. Here is some actual size data on objects in our solar system. https://en.wikipedia.org/wiki/List_of_Solar_System_objects_by_size"
1854192132749156710,1853954343692869865,CURRENTLY_RATED_HELPFUL,,95,1,0.30000000000000004,unknown,zna.do,0.8,0.7,0.9,,,"","Zachary Nado is not Google’s “Head of AI.” His bio says he is a researcher. http://zna.do/about"
1678145087316869120,1677830797414264840,CURRENTLY_RATED_NOT_HELPFUL,,293,1,0.4,unknown,help.twitter.com,0.9,0.5,0.8,,,"","Twitter Blue includes prioritized rankings in conversations and search.    Tweets that you interact with will receive a small boost in their ranking.    Additionally, your replies will receive a boost that ranks them closer to the top.    https://help.twitter.com/en/using-twitter/twitter-blue"
1999251379861303314,1999132774360387896,CURRENTLY_RATED_HELPFUL,,75,0,0.5,unknown,,0.8,0.7,0.8,,,"","This post seeks interactions to generate money, which X prohibits.    x.com"
1856455531512369320,1856082816607629591,CURRENTLY_RATED_NOT_HELPFUL,,205,0,0.5,unknown,,0.2,0.7,0.8,,,"","NNN, dejen de usar las notas en base a sus opiniones políticas en ningún momento se menciona la fecha 2000 en el post por lo que no es relevante la fuga que hizo el expresidente Alberto Fujimori en ese año"
2005664385843314713,2005548341690855654,CURRENTLY_RATED_HELPFUL,,99,1,0.2,low,instagram.com,0.8,0.7,0.8,,,"","This ad was never accepted by Nike in the first place.  https://www.instagram.com/reel/DSsGLrTCuds/"
2014847998304629160,2014700179858063595,CURRENTLY_RATED_NOT_HELPFUL,,148,1,0.4,unknown,web.nhk,0.4,0.7,0.8,,,"","実際の取り上げた番組でも90年代以降にハードの性能が上がったことを取り上げています。  番組を見ずに憶測で答えられてる点が多く見受けられます    https://www.web.nhk/tv/an/chicochan/pl/series-tep-R12Z9955V3/ep/6GYNJ4JPPV"
1785423088466694617,1785039772953772074,CURRENTLY_RATED_NOT_HELPFUL,,298,0,0.5,unknown,,0.1,0.5,0.1,,,"","CNN - &quot;Community Note Needed&quot;    Community note is indeed needed cause the author should maybe think about what he does outside the pitch.    Also considering Arsenal Football club is playing a racist, maybe they should in fact know &quot;Who the biggest cunt in North London is&quot;    "
2023216091745407166,2022918546796482781,CURRENTLY_RATED_HELPFUL,,541,5,0.2,low,x.com; pbs.twimg.com; sightengine.com; pcmag.com,0.8,0.7,0.8,,,"","This video is not real but AI generated.  It depicts telltale signs of AI generation (animal inconsistencies, background artifacts, environment anomalies, etc.) and is identified as AI by AI detection platforms.    https://x.com/hive_ai/status/2023205518211428450  https://x.com/grok/status/2023156673074901240  https://pbs.twimg.com/media/HBPggTEaIAAbPd_?format=jpg&amp;name=medium  https://sightengine.com/detect-ai-generated-images#:~:text=GenAI,88%  https://www.pcmag.com/explainers/is-that-video-real-7-telltale-signs-its-an-ai-deepfake"
1838105613748101431,1837418993654944146,CURRENTLY_RATED_NOT_HELPFUL,,91,1,0.4,unknown,tabelog.com,0.1,0.5,0.1,,,"","補足します。  豚骨ラーメンを与え、中毒になった国民を支配するという、自民党の長期計画であることに留意が必要です。  https://tabelog.com/matome/3587/"
1798733576730472740,1798733189118329155,CURRENTLY_RATED_HELPFUL,,328,2,0.4,unknown,binance.com; techarp.com,0.8,1,0.9,,,"","This is a scam, this is not from the official @Tesla verified account. Scammers use Musk or his companies for false publicity. These fake promotions are a pretext to steal personal information or other assets.   https://www.binance.com/en/square/post/5689389600722  https://www.techarp.com/crime/elon-musk-bitcoin-ethereum-scam/"
1890177385623966046,1890076161134510305,CURRENTLY_RATED_NOT_HELPFUL,,193,1,0.2,low,x.com,0.8,0.7,0.5,,,"","Louis Bopea is a Cambodian individual portraying himself as a conservative Italian with a white identity.    https://x.com/elcibexyz/status/1871554797406687336?s=46&amp;t=sddKFmy5ZxgDnYT_ghIQig"
1912436263921070110,1911860788761071941,CURRENTLY_RATED_HELPFUL,,246,1,0.6,medium,en.wikipedia.org,0.8,0.5,0.5,,,"","&quot;Auschwitz or Oświęcim, was a complex of over 40 concentration and extermination camps operated by Nazi Germany in occupied Poland (IN A PORTION ANNEXED INTO GERMANY IN 1939).&quot;  https://en.wikipedia.org/wiki/Auschwitz_concentration_camp"
1893930307331797148,1893766521844846831,CURRENTLY_RATED_HELPFUL,,348,2,0.2,low,x.com; osakacastlepark.jp,0.7,0.7,0.8,,,"","元のポストのコミュニティノートにもあるように、大阪城の石垣を登る行為は文化財保護法および大阪市の条例により禁止されています。既に「役に立った」との評価もついており、投稿者の記載内容が不適切であることが分かります。    https://x.com/callistoroll/status/1892879010843283557?s=46    石垣は歴史的遺産であり、損傷を与える可能性があるため、登ることはマナー違反であり、法的措置を受ける可能性もあります。    大阪城公園の管理規則にも「石垣への立ち入り禁止」が明記されています。文化財の保護にご協力ください。詳しくは大阪市の公式サイトをご確認ください。    https://www.osakacastlepark.jp/?lang=en"
1907969313673458009,1907881415477543004,CURRENTLY_RATED_HELPFUL,,252,1,0.2,low,x.com,0.4,0.7,0.5,,,"","Yoxic is using half of a KaceyTron  tweet that accurately shows 78.3% of HasanAbi's viewers are individual logged in chatters in order to intentionally misinform readers. Here is the original tweet:    https://x.com/kaceytron/status/1907534424553779459"
1838307263561261193,1838043298956796054,CURRENTLY_RATED_NOT_HELPFUL,,185,1,0.6,medium,en.m.wikipedia.org,0.7,0.1,0.5,,,"","There is no proof that the people in the video didn't take ayahuasca and felt sick afterward. Vomiting is a common side effect of ayahuasca.    https://en.m.wikipedia.org/wiki/Ayahuasca"
1916275775298244920,1916274596757836235,CURRENTLY_RATED_HELPFUL,,378,4,0.4,unknown,archive.ph; reclameaqui.com.br; pastebin.com,0.7,0.7,0.8,,,"","Essa conta faz parte de uma gangue que divulga uma casa de apostas golpista todos os dias em suas threads virais como essa, como pode-se ver nesses links:  https://archive.ph/BWE3p  https://archive.ph/6gMaa    Há muitas denúncias do golpe:  https://www.reclameaqui.com.br/empresa/acertei-bet/lista-reclamacoes/    https://pastebin.com/wasLesQH    Não caiam em golpes, denunciem."
1918237499920663014,1918086296565891122,CURRENTLY_RATED_HELPFUL,,107,1,0.4,unknown,jalan.net,0.9,0.5,0.8,,,"","アパホテルのベッドには下部にキャリーケースなどの収納スペースを設けたタイプのものがあります。  https://www.jalan.net/yad362748/blog/entry0005342870.html  "
1761163410111086604,1761089676461457842,CURRENTLY_RATED_HELPFUL,,270,2,0.4,unknown,beliefnet.com; upi.com,0.8,0.7,0.8,,,"","Khalid Turaani has identified as a Republican, not a &quot;far-left Democratic voter&quot;.    https://www.beliefnet.com/faiths/2000/08/will-muslims-turn-to-george-w-bush.aspx  https://www.upi.com/Top_News/2003/04/28/UPIs-Capital-Comment-for-April-28-2003/60601051567646"
1705870323785031951,1705696659756216790,CURRENTLY_RATED_HELPFUL,,228,1,0.9,high,reuters.com,0.8,0.7,0.8,,,"","The image is from a protest held in 2019. Altough the 2019 protest was against Brexit, the image has no relation to yesterday's march.     Original image here:  https://www.reuters.com/article/us-britain-eu-protest-idUSKBN1WX2Q1"
1699539143255306609,1699302690927390768,CURRENTLY_RATED_HELPFUL,,339,2,0.9,high,archive.nytimes.com; pbs.org,0.9,0,0.8,,,"","The man pictured with Barack Obama was his friend and roommate, Sohale Siddiqi. This picture was taken in 1981:  https://archive.nytimes.com/cityroom.blogs.nytimes.com/2009/01/20/recollections-of-obamas-ex-roommate/  https://www.pbs.org/wgbh/pages/frontline/government-elections-politics/choice-2012/the-frontline-interview-sohale-siddiqi/"
1871044626112766049,1870954872901947479,CURRENTLY_RATED_NOT_HELPFUL,,289,1,0.4,unknown,laws.e-gov.go.jp,0.4,0.7,0.8,,,"","コンプライアンス違反となる可能性がある投稿です。  上皇に対する敬称は「さま」ではなく「陛下」であると次の法令で定められています。    天皇の退位等に関する皇室典範特例法  第2条2項  上皇の敬称は、陛下とする。  https://laws.e-gov.go.jp/law/429AC0000000063#:~:text=%EF%BC%92%E4%B8%8A%E7%9A%87%E3%81%AE%E6%95%AC%E7%A7%B0%E3%81%AF%E3%80%81%E9%99%9B%E4%B8%8B%E3%81%A8%E3%81%99%E3%82%8B%E3%80%82"
1994955427067674873,1994836671188406602,CURRENTLY_RATED_HELPFUL,,160,1,0.2,low,x.com,0.2,0,0.5,,,"","It's a stolen post from smaller account without due credit!!!    Source: https://x.com/GopeshKhetan/status/1994865520232063076?t=ErKj-1YCR9lmsV0ql5YOOg&amp;s=19"
1944795508687385011,1944762650925162588,CURRENTLY_RATED_HELPFUL,,475,2,0.4,unknown,krik.rs; n1info.rs,0.3,0.7,0.2,,,"","Pre svega predsednica se zaboravila da je sudstvo u Srbiji zarobljeno. I za najteža krivična dela ljudi bliski vlasti se puštaju na slobodu.    https://www.krik.rs/vucic-pomilovao-aktiviste-sns-a-optuzene-da-su-studentkinji-polomili-vilicu/    A da ne kažemo da u nameštenim &quot;sukobima&quot; biva uhapšeno 22 ljudi da bi se opravdala kampanja koja je pripremljena    https://n1info.rs/vesti/sluzbena-beleska-mup-a-milos-pavlovic-u-studenjaku-odbijao-saradnju-s-policijom/"
1849838939659509964,1849607814148186414,CURRENTLY_RATED_HELPFUL,,105,1,0.4,unknown,support.apple.com,0.8,0.7,0.9,,,"","This is not new in iOS 18.2. This has been around since iOS 16.    https://support.apple.com/en-us/118669"
